sampleid	biosample	bioproject	reads	primer_group	genus	species	old_new_world	pathogen	common_name	diet_org	diet_assumed	diet_1	diet_2	diet_group	diet_cat	sex	reprod_stage	total_sample_no	sample_type	collection_year	captive_wild	habitat_assumed	habitat_group	habitat_level_1	habitat_level_2	roost_group	sociality_x	foraging	collection_location	country	continent	virus	body_mass_g	litter_size	litters_peryear	longevity_month	sociality_y	torpor_use
SAMN10450823	SAMN10450823_SRR8216521	PRJNA506223	paired	V4_2	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	NA	NA	30	Rectal_swab	2015	Wild_probably	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	Lamanai_Archaeological_Reserve	Belize	Central_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMN10450822	SAMN10450822_SRR8216522	PRJNA506223	paired	V4_2	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	NA	NA	30	Rectal_swab	2015	Wild_probably	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	Lamanai_Archaeological_Reserve	Belize	Central_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6247521	SAMEA6247521_ERR3685387	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	NA	NA	NA	Fecal_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Belize	Central_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6247520	SAMEA6247520_ERR3685386	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	NA	NA	NA	Fecal_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Belize	Central_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6247519	SAMEA6247519_ERR3685385	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	NA	NA	NA	Fecal_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Belize	Central_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6247518	SAMEA6247518_ERR3685384	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	NA	NA	NA	Fecal_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Belize	Central_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6247517	SAMEA6247517_ERR3685383	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	NA	NA	NA	Fecal_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Belize	Central_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6247516	SAMEA6247516_ERR3685382	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	NA	NA	NA	Fecal_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Belize	Central_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6247515	SAMEA6247515_ERR3685381	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	NA	NA	NA	Fecal_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Belize	Central_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6247514	SAMEA6247514_ERR3685380	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	NA	NA	NA	Fecal_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Belize	Central_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6247513	SAMEA6247513_ERR3685379	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	NA	NA	NA	Fecal_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Belize	Central_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6247512	SAMEA6247512_ERR3685378	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	NA	NA	NA	Fecal_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Belize	Central_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6247511	SAMEA6247511_ERR3685377	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	NA	NA	NA	Fecal_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Belize	Central_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6247510	SAMEA6247510_ERR3685376	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	NA	NA	NA	Fecal_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Belize	Central_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6247509	SAMEA6247509_ERR3685375	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	NA	NA	NA	Fecal_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Belize	Central_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6247508	SAMEA6247508_ERR3685374	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	NA	NA	NA	Fecal_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Belize	Central_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6247507	SAMEA6247507_ERR3685373	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	NA	NA	NA	Fecal_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Belize	Central_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6247506	SAMEA6247506_ERR3685372	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	NA	NA	NA	Fecal_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Belize	Central_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6247505	SAMEA6247505_ERR3685371	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	NA	NA	NA	Fecal_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Belize	Central_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6247504	SAMEA6247504_ERR3685370	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	NA	NA	NA	Fecal_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Belize	Central_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6247503	SAMEA6247503_ERR3685369	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	NA	NA	NA	Fecal_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Belize	Central_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6247502	SAMEA6247502_ERR3685368	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	NA	NA	NA	Fecal_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Belize	Central_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6239461	SAMEA6239461_ERR3673897	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	Male	NA	NA	Rectal_swab	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Mexico	North_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6239460	SAMEA6239460_ERR3673896	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	Female	NA	NA	Rectal_swab	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Mexico	North_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6239459	SAMEA6239459_ERR3673895	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	Male	NA	NA	Gut_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Mexico	North_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6239458	SAMEA6239458_ERR3673894	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	Female	NA	NA	Gut_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Mexico	North_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6239457	SAMEA6239457_ERR3673893	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	Female	NA	NA	Gut_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Mexico	North_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6239456	SAMEA6239456_ERR3673892	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	Male	NA	NA	Gut_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Mexico	North_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6239455	SAMEA6239455_ERR3673891	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	Male	NA	NA	Gut_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Mexico	North_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6239451	SAMEA6239451_ERR3673887	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	Male	NA	NA	Gut_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Mexico	North_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6239450	SAMEA6239450_ERR3673886	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	Female	NA	NA	Gut_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Mexico	North_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6239449	SAMEA6239449_ERR3673885	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	Female	NA	NA	Gut_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Mexico	North_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6239448	SAMEA6239448_ERR3673884	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	Male	NA	NA	Gut_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Mexico	North_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6239447	SAMEA6239447_ERR3673883	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	Male	NA	NA	Gut_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Mexico	North_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6239446	SAMEA6239446_ERR3673882	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	Female	NA	NA	Gut_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Mexico	North_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6239445	SAMEA6239445_ERR3673881	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	Male	NA	NA	Gut_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Mexico	North_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6239444	SAMEA6239444_ERR3673880	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	Male	NA	NA	Gut_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Mexico	North_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6239443	SAMEA6239443_ERR3673879	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	Female	NA	NA	Gut_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Mexico	North_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6239441	SAMEA6239441_ERR3673877	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	Male	NA	NA	Gut_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Mexico	North_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6239440	SAMEA6239440_ERR3673876	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	Male	NA	NA	Gut_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Mexico	North_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6239439	SAMEA6239439_ERR3673875	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	Male	NA	NA	Gut_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Mexico	North_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6239438	SAMEA6239438_ERR3673874	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	Male	NA	NA	Gut_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Mexico	North_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6239437	SAMEA6239437_ERR3673873	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	Female	NA	NA	Gut_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Mexico	North_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6239435	SAMEA6239435_ERR3673871	PRJEB35449	single	V4_1	Desmodus	Desmodus_rotundus	new_world	Lyssaviruses	Vampire_bat	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	Male	NA	NA	Gut_sample	2016	Wild	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	NA	Mexico	North_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMEA6239189	SAMEA6239189_ERR3673625	PRJEB35449	single	V4_1	Mystacina	Mystacina_tuberculata	new_world	Alphacoronaviruses	Lesser_short_tailed_bat	Omnivorous	Omnivorous	Insects	Insects	Insects	Insectivorous	NA	NA	NA	Gut_sample	2015	Captive	Zoo	Urban	Forest	forest_grassland	Cave	Colonial	aerial_hawking_gleaning_crawling	Auckland_Zoo	New_Zealand	Oceania	Alphacoronaviruses	13.14	0.99	1	NA	Colonial	Diurnal_Seasonal
SAMEA6239188	SAMEA6239188_ERR3673624	PRJEB35449	single	V4_1	Mystacina	Mystacina_tuberculata	new_world	Alphacoronaviruses	Lesser_short_tailed_bat	Omnivorous	Omnivorous	Insects	Insects	Insects	Insectivorous	NA	NA	NA	Gut_sample	2015	Captive	Zoo	Urban	Forest	forest_grassland	Cave	Colonial	aerial_hawking_gleaning_crawling	Auckland_Zoo	New_Zealand	Oceania	Alphacoronaviruses	13.14	0.99	1	NA	Colonial	Diurnal_Seasonal
SAMEA6239187	SAMEA6239187_ERR3673623	PRJEB35449	single	V4_1	Mystacina	Mystacina_tuberculata	new_world	Alphacoronaviruses	Lesser_short_tailed_bat	Omnivorous	Omnivorous	Insects	Insects	Insects	Insectivorous	NA	NA	NA	Gut_sample	2015	Captive	Zoo	Urban	Forest	forest_grassland	Cave	Colonial	aerial_hawking_gleaning_crawling	Auckland_Zoo	New_Zealand	Oceania	Alphacoronaviruses	13.14	0.99	1	NA	Colonial	Diurnal_Seasonal
SAMEA6239068	SAMEA6239068_ERR3673504	PRJEB35449	single	V4_1	Mystacina	Mystacina_tuberculata	new_world	Alphacoronaviruses	Lesser_short_tailed_bat	Omnivorous	Omnivorous	Insects	Insects	Insects	Insectivorous	NA	NA	NA	Gut_sample	2015	Captive	Zoo	Urban	Forest	forest_grassland	Cave	Colonial	aerial_hawking_gleaning_crawling	Auckland_Zoo	New_Zealand	Oceania	Alphacoronaviruses	13.14	0.99	1	NA	Colonial	Diurnal_Seasonal
SAMEA6239067	SAMEA6239067_ERR3673503	PRJEB35449	single	V4_1	Mystacina	Mystacina_tuberculata	new_world	Alphacoronaviruses	Lesser_short_tailed_bat	Omnivorous	Omnivorous	Insects	Insects	Insects	Insectivorous	NA	NA	NA	Gut_sample	2015	Captive	Zoo	Urban	Forest	forest_grassland	Cave	Colonial	aerial_hawking_gleaning_crawling	Auckland_Zoo	New_Zealand	Oceania	Alphacoronaviruses	13.14	0.99	1	NA	Colonial	Diurnal_Seasonal
SAMEA6239066	SAMEA6239066_ERR3673502	PRJEB35449	single	V4_1	Mystacina	Mystacina_tuberculata	new_world	Alphacoronaviruses	Lesser_short_tailed_bat	Omnivorous	Omnivorous	Insects	Insects	Insects	Insectivorous	NA	NA	NA	Gut_sample	2015	Captive	Zoo	Urban	Forest	forest_grassland	Cave	Colonial	aerial_hawking_gleaning_crawling	Auckland_Zoo	New_Zealand	Oceania	Alphacoronaviruses	13.14	0.99	1	NA	Colonial	Diurnal_Seasonal
SAMEA6239065	SAMEA6239065_ERR3673501	PRJEB35449	single	V4_1	Mystacina	Mystacina_tuberculata	new_world	Alphacoronaviruses	Lesser_short_tailed_bat	Omnivorous	Omnivorous	Insects	Insects	Insects	Insectivorous	NA	NA	NA	Gut_sample	2015	Captive	Zoo	Urban	Forest	forest_grassland	Cave	Colonial	aerial_hawking_gleaning_crawling	Auckland_Zoo	New_Zealand	Oceania	Alphacoronaviruses	13.14	0.99	1	NA	Colonial	Diurnal_Seasonal
SAMEA6239064	SAMEA6239064_ERR3673500	PRJEB35449	single	V4_1	Mystacina	Mystacina_tuberculata	new_world	Alphacoronaviruses	Lesser_short_tailed_bat	Omnivorous	Omnivorous	Insects	Insects	Insects	Insectivorous	Female	NA	NA	Gut_sample	2015	Captive	Zoo	Urban	Forest	forest_grassland	Cave	Colonial	aerial_hawking_gleaning_crawling	Auckland_Zoo	New_Zealand	Oceania	Alphacoronaviruses	13.14	0.99	1	NA	Colonial	Diurnal_Seasonal
SAMEA6239063	SAMEA6239063_ERR3673499	PRJEB35449	single	V4_1	Mystacina	Mystacina_tuberculata	new_world	Alphacoronaviruses	Lesser_short_tailed_bat	Omnivorous	Omnivorous	Insects	Insects	Insects	Insectivorous	Male	NA	NA	Rectal_swab	2015	Captive	Zoo	Urban	Forest	forest_grassland	Cave	Colonial	aerial_hawking_gleaning_crawling	Auckland_Zoo	New_Zealand	Oceania	Alphacoronaviruses	13.14	0.99	1	NA	Colonial	Diurnal_Seasonal
SAMEA6239062	SAMEA6239062_ERR3673498	PRJEB35449	single	V4_1	Mystacina	Mystacina_tuberculata	new_world	Alphacoronaviruses	Lesser_short_tailed_bat	Omnivorous	Omnivorous	Insects	Insects	Insects	Insectivorous	Male	NA	NA	Rectal_swab	2015	Captive	Zoo	Urban	Forest	forest_grassland	Cave	Colonial	aerial_hawking_gleaning_crawling	Auckland_Zoo	New_Zealand	Oceania	Alphacoronaviruses	13.14	0.99	1	NA	Colonial	Diurnal_Seasonal
SAMEA6239061	SAMEA6239061_ERR3673497	PRJEB35449	single	V4_1	Mystacina	Mystacina_tuberculata	new_world	Alphacoronaviruses	Lesser_short_tailed_bat	Omnivorous	Omnivorous	Insects	Insects	Insects	Insectivorous	Male	NA	NA	Rectal_swab	2015	Captive	Zoo	Urban	Forest	forest_grassland	Cave	Colonial	aerial_hawking_gleaning_crawling	Auckland_Zoo	New_Zealand	Oceania	Alphacoronaviruses	13.14	0.99	1	NA	Colonial	Diurnal_Seasonal
SAMEA6239463	SAMEA6239463_ERR3673899	PRJEB35449	single	V4_1	Artibeus	Artibeus_jamaicensis	new_world	Arenaviruses	Mexican_fruit_bat	Frugivorous	Frugivorous	Fruits	Fruits	Fruits	Frugivorous_Nectarivorous	NA	NA	NA	Gut_sample	2016	Wild_probably	Forest	Forest	Forest	forest_savanna	Exposed	Social	gleaning	NA	Mexico	North_America	Arenaviruses	43.63	1	2	120	Social	NA
SAMN13897631	SAMN13897631_SRR10920457	PRJNA602518	paired	V4_1	Noctilio	Noctilio_leporinus	new_world	Lyssaviruses	Greater_bulldog_bat	Piscivorous	Carnivorous	Fishes	Fishes	Fishes	Carnivorous	Male	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_water	Tree_hollows	Social	trawling	Mata_De_Platano	Puerto_Rico	North_America	Lyssaviruses	29.93	NA	1	NA	Social	No
SAMN13897630	SAMN13897630_SRR10920458	PRJNA602518	paired	V4_1	Noctilio	Noctilio_leporinus	new_world	Lyssaviruses	Greater_bulldog_bat	Piscivorous	Carnivorous	Fishes	Fishes	Fishes	Carnivorous	Male	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_water	Tree_hollows	Social	trawling	Rio_Encantado	Puerto_Rico	North_America	Lyssaviruses	29.93	NA	1	NA	Social	No
SAMN13897628	SAMN13897628_SRR10920460	PRJNA602518	paired	V4_1	Noctilio	Noctilio_leporinus	new_world	Lyssaviruses	Greater_bulldog_bat	Piscivorous	Carnivorous	Fishes	Fishes	Fishes	Carnivorous	Male	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_water	Tree_hollows	Social	trawling	Aguas_Buenas	Puerto_Rico	North_America	Lyssaviruses	29.93	NA	1	NA	Social	No
SAMN13897627	SAMN13897627_SRR10920462	PRJNA602518	paired	V4_1	Noctilio	Noctilio_leporinus	new_world	Lyssaviruses	Greater_bulldog_bat	Piscivorous	Carnivorous	Fishes	Fishes	Fishes	Carnivorous	Male	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_water	Tree_hollows	Social	trawling	Aguas_Buenas	Puerto_Rico	North_America	Lyssaviruses	29.93	NA	1	NA	Social	No
SAMN13897626	SAMN13897626_SRR10920463	PRJNA602518	paired	V4_1	Noctilio	Noctilio_leporinus	new_world	Lyssaviruses	Greater_bulldog_bat	Piscivorous	Carnivorous	Fishes	Fishes	Fishes	Carnivorous	Male	NA	331	Rectal_swab	2017	Wild_probably	Cave	Forest	Forest	forest_water	Tree_hollows	Social	trawling	Aguas_Buenas	Puerto_Rico	North_America	Lyssaviruses	29.93	NA	1	NA	Social	No
